path,classification,owner,old_lifecycle,reason,imported_by,archive_destination,git_blob_sha,bytes,sha256,replacement_or_current_authority,removal_safety
validation/aold_real_memory_commit_recall_latency_20260716.jsonl,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/aold_real_memory_commit_recall_latency_20260716.jsonl,5d08562462bc23c7934ce4bb262000dc35a7384a,106793,B13EAE1B8C8FAD0CB1C5E3E088F4A8AEDEDA91B39C0E2DAF732B165F33449640,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/aold_real_memory_commit_recall_latency_summary_20260716.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/aold_real_memory_commit_recall_latency_summary_20260716.json,6b06da90fd02cadafe225a04da6fdebda5a9332e,29339,7FCBC885C5C0D54767E481C16DAFC0E8E92A686B261A5D139FCDC9AF81884ABD,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/aold_rev5_input_counterexamples_20260722.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/aold_rev5_input_counterexamples_20260722.json,0bf1213fc261cb9eae394b0b298aa8d062ca0f1c,1160,E7F4B4A3309B91ABDF8AC1FF9F233120C86D56099652B901B8E5C328D63F9D16,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/aold_routing_only_real_main_agent_live_20260722.jsonl,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/aold_routing_only_real_main_agent_live_20260722.jsonl,d359b4a42e7b01117179797db257e8ff5cd11a84,136746,54A8CAF35EEB48E329C5953D38691D40643D50C39516AADC5329BB65B0A6E9D6,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/aold_routing_only_real_main_agent_live_summary_20260722.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/aold_routing_only_real_main_agent_live_summary_20260722.json,a2f38287bb2f2a3a7ebd35a606fcf9b45d7f5f03,1237,D16B78E06274F991FE7BC8088E300CD6C05A1DCDCA81B2156083EC4102F11A55,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/aold_single_content_neutral_pipeline_20260724.jsonl,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/aold_single_content_neutral_pipeline_20260724.jsonl,464026a63edef4ba07112ee5b2a46552b0eba0db,4966,55C2FD46E16014EC600C064CC2ED3B1FD08D2350E4865DF31CA0A2134B9C803A,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/aold_single_content_neutral_pipeline_summary_20260724.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/aold_single_content_neutral_pipeline_summary_20260724.json,fbb21d5e49d8e4bfc43548b43a499b78a789f600,561,E0048DDDDF23AF1F5C27C44B6D5677A350690B2D458C0EEEAD18ECE0138C4B51,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/aold_unified_field_encounter_20260728.jsonl,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/aold_unified_field_encounter_20260728.jsonl,c0be24cae0e937cc893f6fe0796df7ef70f8af3d,3206,1D1BE6870906C5838176EC34D06AF88010BFB1CD0DFCEC8D3F7D17772D755F4D,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/aold_unified_field_encounter_summary_20260728.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/aold_unified_field_encounter_summary_20260728.json,f73119ef8f461e31514947799fdc4b00815bf55c,1033,99895043A41B432C3D078882F14E4B0A70D9B6952CDA12317AF09909E2137253,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/ba1/run_ba1_batch_admission.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",reference/python/tests/test_ba1_batch_admission_report_regeneration.py,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/ba1/run_ba1_batch_admission.py,4ca77cf8dfd07853bfb66d3991315055fee7a1ff,15065,F55902849FBD562E0DF2FC5146DDEE41690B888BE62DC4E7D22497DB89F249F3,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_broad_residue_coverage_calibration.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_broad_residue_coverage_calibration.json,0aff27956b37e44beb77519d717c7456fa63a52c,70060,CBF2133FC970502F0704D59B2769D4924494AC01BA83B3420D5C7777D00C3DD7,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_dense_live_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_dense_live_state_validation.json,484d2e37869c8759443c25d4370a598717f16147,4117,089FA8DC45BC4E61D5D75BAA1C9C2E3288915E6BB6EF8232424D1C09D4C5B731,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_dense_locality_surface_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_dense_locality_surface_validation.json,896db47310b9445ea1dffc8886ddb1606410ba8c,3225,B4297DEEA017FA9E530DAE0A881109FF1C865E43045AEC8B52716523F4D72738,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_dense_single_entry_recall_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_dense_single_entry_recall_validation.json,803eac83aa3a9d036acaa3c3c932428070ec6028,2200,37AEBE8E8A9086B23805F781B60522198DBD1671430583D30C4821E03A3F3EF3,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_field_complete_atlas_causal_loop_20260718.jsonl,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_field_complete_atlas_causal_loop_20260718.jsonl,71502370e97142a9f50cb51fea8bcef682984f62,851606,52771A2B5D86E46BC680663B13A8D45761D6EA715827ECE0BE13EC10F51FCFA1,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_field_complete_atlas_causal_loop_summary_20260718.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_field_complete_atlas_causal_loop_summary_20260718.json,d3636cb7f596dbb6db9ce2316841bc94dbdacb5b,949,B91A1968C20B65684F0A083A51EC9372709AB298E69128C8EDC6427C7A36B037,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_field_complete_atlas_long_arm_host_20260718.jsonl,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_field_complete_atlas_long_arm_host_20260718.jsonl,912c9a9642024b517cdef6445fc44bc9cff609ef,30370,DB23099A1C994E1F7A5CD4D5053F33BAA07295E0484FBEC86926B1B7BA637348,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_hidden_preview_recall_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_hidden_preview_recall_validation.json,da364d860b61d76f4e05d6ae472d0017e219eb0a,1513,0395B5774EC0FDECFAB4C7D67580773A04EB5A2901AC17641EA5198F33B61064,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_lens_causal_true_junction_20260718.jsonl,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_lens_causal_true_junction_20260718.jsonl,e2a0f505f9355fda87ea209ed67bea4f2dcfd397,682551,7A884B37A32777964382FB618E73A1CDCC997D18F5AD4BD59A8C5E3FB62188B0,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_lens_causal_true_junction_summary_20260718.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_lens_causal_true_junction_summary_20260718.json,21bab3660707b066f9865aff32e8202925b514bf,2207,0B9E0564E8EBE3AA26521C798C6F7A2B8BCAF20F253EA613AA2B27B0B1B0AB38,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_natural_multi_entry_observation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_natural_multi_entry_observation.json,9a6f2791432146647a9c79472bf0c4514d07f364,721,83D47539292163036F2FB952624BCEE162E537F87833D2AE5863F6DD41B6111D,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_openclaw_live_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_openclaw_live_validation.json,3d80e2ac5e31fdb3f18ec8e4cb4491fe35773a8c,2413,504DE930B16BEC89B02E21D841D20CEAE089D6F21D934D26B04C70FDE3D5D8A1,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_dual_fact_repair_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_dual_fact_repair_validation.json,5ca80ac77595907cbb696fbbf36f9d44b4a1d122,2560,483B7E448FB1619BC8B6BBA35C212678EB7B4E63B15A000BFE58A87958953574,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_post_placement_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_post_placement_state_validation.json,897b6eeb54bf8b59c7a9cd697e972ea0bbfe7568,1068,5715F49B68470D01F8F38BA8A4D8AC436437EF2B99E83AD20FC8C8641DFAA3FB,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_real_host_cr_placement_attempt3.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_real_host_cr_placement_attempt3.json,bc5936bba003220926d42acbf0df4a1351d90131,18518,42AA5F91C2847BE7332A0FAE0364AD0C6240C1EABB09C70218D7241A5A2BDC01,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_real_host_cr_placement_replay.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_real_host_cr_placement_replay.json,553e98d30d1f1a68e091ad22949ce7728684a96b,3857,FC26DECC06F95E6B630AFE5192E56BDEC002AAE713F724364FBD0CB7522B091B,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_recovery_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_recovery_state_validation.json,349014a51ce8b5159ebaafe8c25f045f132a61f1,594,4C0487EAB4F7F8EB8627FFFA1CB3E31B61E552EA1D62E52BA17DA001C2874AD9,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_source_recovery_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_source_recovery_state_validation.json,8b40ee03125db792c915fa0f53ff9a4247d2aa5e,591,03092D43D22399F6BBB300E428DC557EFA18566D29F30853A4A0CD29EFACD581,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v2_post_placement_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v2_post_placement_state_validation.json,d1b3059604cb29f19a69c7faff2a3b1b3d4686f2,1068,3BA481117A34859B4D2735E9646EA3AE52174B3B409B3F9D0B978D2B47CA87D1,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v2_post_recall_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v2_post_recall_state_validation.json,d1b3059604cb29f19a69c7faff2a3b1b3d4686f2,1068,3BA481117A34859B4D2735E9646EA3AE52174B3B409B3F9D0B978D2B47CA87D1,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v2_pre_recovery_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v2_pre_recovery_state_validation.json,40d2e6b4abfb4a81fb9b17252f8ab59fdd4a47c4,649,7E598651C0BDEB34AE630C2DAA885F219D8EE9FA5BAEF7D40EBCA2E0BD3069B5,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v3_post_placement_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v3_post_placement_state_validation.json,452d36586b7d0320e2f85c70804ec8c1c8e027d4,1068,FEEDAAE5DFB8A0A2449F42020B6F5CA132509668BA924BF27CC4FC4D7AE823C7,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v3_post_recall_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v3_post_recall_state_validation.json,452d36586b7d0320e2f85c70804ec8c1c8e027d4,1068,FEEDAAE5DFB8A0A2449F42020B6F5CA132509668BA924BF27CC4FC4D7AE823C7,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v3_pre_recovery_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v3_pre_recovery_state_validation.json,24b88db519034eda4067de355a854a157f9b848c,649,07AF9210750554E548915623298D733E35ECC1CD9ACA331090C543164B78A4E2,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v4_post_placement_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v4_post_placement_state_validation.json,d3a8e9610478e98630d08a02e0e0cb8280cfe0de,1068,187A4017366A476ABFF12B46CE0264377AC8AB8238C8982DE32F664BE883E9EF,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v4_post_recall_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v4_post_recall_state_validation.json,d3a8e9610478e98630d08a02e0e0cb8280cfe0de,1068,187A4017366A476ABFF12B46CE0264377AC8AB8238C8982DE32F664BE883E9EF,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v4_pre_recovery_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v4_pre_recovery_state_validation.json,1e9bf81bf784df235397c8fa96677de41ad4a286,649,D3D9F9FDA8444A8856F99C0F483DE4E203E159436AC5EFF7C953EB9A5847EC4E,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v5_post_placement_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v5_post_placement_state_validation.json,1951307e9166dea7fd5f355d7ca1e36ce6743f4c,1068,C8B51C4D52C2202C151A6A6825D7A8ABC50A8F33CEB05E1D10449E2CFAA7A82F,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v5_post_recall_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v5_post_recall_state_validation.json,1951307e9166dea7fd5f355d7ca1e36ce6743f4c,1068,C8B51C4D52C2202C151A6A6825D7A8ABC50A8F33CEB05E1D10449E2CFAA7A82F,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v5_pre_recovery_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v5_pre_recovery_state_validation.json,474e7b3eea3fcc1c28bbe0a26b22c63446b43b1b,649,A05C5AE9652702C964623C926DE36D2EC2F55E49434120F01189F91F7E548F24,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_p1_v5_source_recovery_state_validation.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_p1_v5_source_recovery_state_validation.json,02c597fb87ddfe84256d650685946a3f7d0f283b,646,E79309559CC8052AD045CA68A4F8C97F0629D51B9C394A7148E786EE2E98C7F7,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_recall_lens_junction_growth_20260717.jsonl,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_recall_lens_junction_growth_20260717.jsonl,687797e0c80c72c293f864f4578ddb23d96f77ce,46837,646C24C251D9EFB6BAADCA99B2A529BC5FB4DDD7645E13E886829066C2B5608E,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_recall_lens_junction_growth_summary_20260717.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_recall_lens_junction_growth_summary_20260717.json,046bbf1fd30c2b26718b979ca29f539fc2aafb62,5035,3ED0369F060881C524165540AD7B91178852F1376DDFC97725AEC9062B16C0BB,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_regression_results.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_regression_results.json,7ea05bde0c7c289db671d2465e46b3295b2a3530,1326,80F4768BC0AA65A106AE054EE86F340612CAFB14217F1CAD395D09CA90B01E4B,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
validation/caold_revision_semantic_contrast_regression_attempt.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::validation/caold_revision_semantic_contrast_regression_attempt.json,50f94fde838e4516250149e2c444445a177bbadb,2436,2B97D5661B76C74A8190D07766945DE437274518078BEEEEDAC93AA588D409E1,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
